5.54,-55,83.091,0.535,-55,430.99,2.13
6.823,-50,92.943,0.579,-50,432.68,2.102
8.318,-45,102.87,0.623,-45,434.13,2.075
10.045,-40,112.9,0.666,-40,435.32,2.049
12.024,-35,123.05,0.708,-35,436.23,2.023
14.278,-30,133.34,0.75,-30,436.82,1.998
16.827,-25,143.79,0.791,-25,437.06,1.973
19.696,-20,154.45,0.833,-20,436.89,1.949
22.908,-15,165.34,0.874,-15,436.27,1.924
26.487,-10,176.52,0.916,-10,435.13,1.898
30.459,-5,188.05,0.958,-5,433.38,1.872
34.851,0,200,1,0,430.89,1.845
39.695,5,212.5,1.043,5,427.49,1.816
45.022,10,225.73,1.088,10,422.88,1.785
50.871,15,239.99,1.136,15,416.64,1.749
57.291,20,255.87,1.188,20,407.87,1.706
64.342,25,274.78,1.248,25,394.43,1.65
72.137,30,304.55,1.343,30,365.13,1.543
